                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.91163,                  1.823,                0.82117,                0.85255,                0.78146,                0.71841,                0.79035,                0.60669,                 0.6689,                0.57856,                0.62724,                0.34841,                0.78377,                 1.9097,                0.79797,                0.84098,             0.00074994,             0.00074994,             0.00074994
                     99,                0.97524,                 1.9385,                0.84792,                0.85253,                0.77392,                 0.7124,                0.78099,                0.58222,                0.66556,                0.58372,                0.63194,                0.34561,                0.88323,                 1.9429,                0.82378,                0.85031,             0.00074287,             0.00074287,             0.00074287
                    100,                0.91351,                 1.8295,                0.82563,                0.85416,                0.77626,                0.69911,                0.77857,                0.59383,                0.66864,                0.57959,                0.63236,                0.35407,                0.81886,                 1.9435,                0.81233,                 0.8438,             0.00073579,             0.00073579,             0.00073579
                    101,                0.94119,                 1.8613,                0.82021,                0.85504,                0.76228,                0.69852,                0.77953,                0.60715,                0.70974,                0.55702,                0.63752,                0.36689,                 0.7657,                 2.0482,                0.83857,                0.83897,             0.00072872,             0.00072872,             0.00072872
                    102,                0.95826,                 1.9057,                 0.8399,                0.85364,                0.76627,                0.70548,                0.78703,                0.60466,                0.70001,                 0.5599,                0.63617,                0.35509,                0.79997,                 1.9273,                0.81826,                0.84294,             0.00072164,             0.00072164,             0.00072164
                    103,                0.93631,                 1.8222,                0.83442,                0.85606,                0.76096,                0.69995,                0.77194,                0.58583,                0.64705,                0.56941,                 0.6146,                0.34323,                0.82794,                 1.9582,                0.83274,                0.85039,             0.00071457,             0.00071457,             0.00071457
                    104,                0.88564,                  1.816,                0.81126,                0.85175,                0.76514,                0.70583,                0.78141,                0.60026,                0.65924,                0.56716,                0.62154,                0.36075,                0.77935,                 1.9486,                0.81915,                0.84046,              0.0007075,              0.0007075,              0.0007075
                    105,                0.90671,                  1.858,                0.82426,                0.85274,                0.76638,                0.71027,                0.78201,                0.60349,                0.67563,                 0.5827,                0.63727,                0.36656,                0.77687,                 1.9389,                0.81561,                0.83997,             0.00070042,             0.00070042,             0.00070042
                    106,                0.93689,                 1.9101,                0.83673,                0.85404,                0.78526,                0.70939,                0.78884,                0.60733,                 0.7013,                0.57753,                 0.6449,                0.36201,                0.79062,                 1.9092,                0.80507,                0.84187,             0.00069335,             0.00069335,             0.00069335
                    107,                0.92527,                 1.8621,                0.81889,                0.85051,                0.77241,                0.69354,                0.77547,                0.59214,                0.67748,                0.56813,                0.62848,                0.35462,                0.79912,                 1.9257,                 0.8135,                0.84283,             0.00068628,             0.00068628,             0.00068628
                    108,                0.90205,                 1.8228,                0.80683,                0.85281,                0.74992,                 0.6915,                0.76486,                0.58932,                0.64195,                0.56908,                0.61469,                 0.3539,                0.78616,                 1.9493,                0.82324,                0.84163,              0.0006792,              0.0006792,              0.0006792
                    109,                0.86473,                    1.8,                0.80325,                0.84839,                0.76527,                0.69852,                0.77113,                0.58915,                0.65586,                0.56766,                0.61943,                0.34798,                0.82079,                 1.9513,                0.81478,                0.84546,             0.00067213,             0.00067213,             0.00067213
                    110,                0.88618,                 1.8601,                 0.8136,                 0.8512,                0.78855,                0.69804,                0.78043,                0.59529,                0.67767,                0.57101,                0.63168,                0.35025,                0.81369,                 1.9696,                0.81606,                0.84588,             0.00066506,             0.00066506,             0.00066506
                    111,                0.90805,                 1.8357,                0.80702,                0.84913,                0.79285,                0.70729,                 0.7901,                 0.6071,                0.68636,                0.58225,                0.63823,                0.36012,                0.79516,                 1.9854,                0.80091,                0.84453,             0.00065798,             0.00065798,             0.00065798
                    112,                0.93049,                 1.9046,                0.82664,                0.85317,                0.78719,                0.71502,                 0.7913,                0.60256,                0.68047,                0.57245,                0.63112,                0.35248,                0.80731,                 1.9511,                0.80037,                0.84501,             0.00065091,             0.00065091,             0.00065091
                    113,                 0.8572,                 1.8303,                0.79284,                0.84515,                0.76772,                0.70664,                0.78011,                0.59899,                0.66748,                0.56262,                0.62374,                0.34823,                0.79435,                 1.9352,                0.81051,                 0.8456,             0.00064384,             0.00064384,             0.00064384
                    114,                0.93861,                 1.8535,                0.81257,                0.85056,                 0.7638,                 0.7054,                0.78007,                0.59951,                0.65968,                0.55849,                0.62098,                0.35042,                0.79976,                  1.992,                0.83056,                0.84466,             0.00063676,             0.00063676,             0.00063676
                    115,                0.86008,                 1.7743,                0.79057,                  0.852,                0.78011,                0.71728,                0.79146,                0.61143,                0.68384,                0.57153,                0.63611,                0.36105,                0.77677,                  1.911,                 0.7967,                0.84292,             0.00062969,             0.00062969,             0.00062969
                    116,                 0.8903,                 1.8104,                0.80455,                0.85203,                0.77797,                0.72121,                0.79237,                0.61289,                0.69444,                0.56836,                0.63818,                0.35825,                0.76808,                 1.8767,                0.78603,                0.84344,             0.00062262,             0.00062262,             0.00062262
                    117,                0.89787,                 1.8283,                0.80402,                0.84878,                0.78713,                0.70405,                0.78425,                 0.5964,                0.68343,                0.57168,                0.62745,                0.33987,                0.80266,                 1.9471,                0.81534,                0.84188,             0.00061554,             0.00061554,             0.00061554
                    118,                  0.881,                 1.8249,                0.79641,                 0.8481,                0.77805,                0.69449,                0.77568,                0.58256,                0.66392,                0.57389,                  0.619,                0.33454,                0.82542,                 2.0491,                   0.84,                0.84296,             0.00060847,             0.00060847,             0.00060847
                    119,                0.90218,                 1.7677,                0.78911,                0.84496,                0.77707,                0.70215,                0.78032,                0.60113,                 0.6753,                0.57595,                0.63131,                0.35993,                0.77416,                 2.0289,                0.82679,                0.84079,             0.00060139,             0.00060139,             0.00060139
                    120,                0.93765,                 1.8218,                0.79913,                0.85338,                0.78681,                0.70746,                0.78633,                0.61172,                0.67328,                0.57677,                0.63308,                 0.3667,                0.76031,                  1.939,                0.79486,                0.84168,             0.00059432,             0.00059432,             0.00059432
                    121,                 0.8965,                 1.8643,                0.79436,                 0.8461,                0.77883,                0.71037,                0.78469,                0.59791,                0.66005,                0.57165,                 0.6228,                0.34533,                0.81075,                 1.9096,                0.80331,                0.84729,             0.00058725,             0.00058725,             0.00058725
                    122,                0.91909,                 1.7772,                 0.7827,                0.84666,                0.76641,                0.70357,                0.77844,                0.59206,                0.66827,                0.56067,                0.62294,                0.34427,                0.81817,                 1.9343,                0.81361,                0.84784,             0.00058017,             0.00058017,             0.00058017
                    123,                0.87289,                 1.7658,                0.77699,                0.84236,                0.78584,                0.71678,                0.79062,                0.61353,                0.67903,                0.58805,                 0.6416,                 0.3649,                0.75645,                 1.9232,                0.78468,                0.84075,              0.0005731,              0.0005731,              0.0005731
                    124,                0.92532,                 1.7823,                0.78378,                0.84784,                0.78555,                0.71538,                 0.7904,                0.61022,                0.68368,                0.57226,                0.63497,                0.35589,                0.76989,                 1.8874,                0.78547,                0.84296,             0.00056603,             0.00056603,             0.00056603
                    125,                0.88048,                 1.7377,                0.77629,                0.84678,                0.78525,                0.71371,                 0.7868,                0.59552,                0.68027,                0.55464,                 0.6162,                0.33731,                0.80978,                 1.9002,                0.79164,                0.84686,             0.00055895,             0.00055895,             0.00055895
                    126,                0.88809,                 1.7204,                 0.7712,                0.84381,                0.77922,                0.70727,                0.78291,                0.59262,                0.66195,                0.56214,                0.61559,                0.33954,                0.81381,                 1.9659,                0.80279,                0.84663,             0.00055188,             0.00055188,             0.00055188
                    127,                0.87215,                 1.7638,                0.78545,                0.84616,                0.77937,                0.71213,                 0.7845,                0.59742,                0.67245,                0.56444,                0.62332,                0.35055,                0.79126,                 1.9394,                0.79131,                0.84506,             0.00054481,             0.00054481,             0.00054481
                    128,                0.88715,                 1.7386,                0.78109,                0.84507,                0.77954,                0.71344,                0.78724,                0.60433,                0.67711,                0.56887,                0.62916,                 0.3554,                0.78401,                  1.913,                 0.7856,                0.84536,             0.00053773,             0.00053773,             0.00053773
                    129,                 0.8516,                 1.7583,                0.77131,                0.84625,                0.78442,                0.71396,                0.78789,                0.61021,                0.66396,                0.58057,                 0.6285,                0.35526,                0.77047,                 1.9324,                0.79456,                0.84238,             0.00053066,             0.00053066,             0.00053066
                    130,                0.88952,                 1.7823,                0.78217,                0.84524,                0.76854,                0.70919,                0.78023,                0.60319,                0.68136,                0.56766,                0.62784,                0.35172,                0.78359,                  2.022,                0.81954,                0.84325,             0.00052359,             0.00052359,             0.00052359
                    131,                0.89128,                 1.7516,                0.76762,                0.84785,                0.76983,                0.71402,                0.78444,                0.60035,                0.69122,                0.56767,                0.63288,                0.35172,                0.79454,                 1.9994,                0.80162,                0.84526,             0.00051651,             0.00051651,             0.00051651
                    132,                0.89001,                 1.7446,                0.77991,                0.84614,                0.78076,                0.71156,                0.78894,                0.61113,                0.69329,                0.57781,                0.64338,                0.36708,                0.76532,                 1.9338,                0.78207,                0.84429,             0.00050944,             0.00050944,             0.00050944
                    133,                0.87767,                 1.6579,                0.77298,                0.84696,                0.79124,                 0.7139,                0.79437,                0.61529,                0.68886,                0.58126,                 0.6395,                0.36172,                0.76027,                 1.9402,                 0.7762,                0.84221,             0.00050236,             0.00050236,             0.00050236
                    134,                0.89363,                 1.7832,                0.78814,                0.84599,                0.77771,                0.72411,                0.79283,                0.61066,                0.68591,                0.57257,                0.63468,                 0.3544,                0.78256,                  1.988,                0.79346,                0.84298,             0.00049529,             0.00049529,             0.00049529
                    135,                0.91295,                 1.8151,                0.78757,                0.84358,                  0.773,                0.71438,                0.78995,                0.61205,                0.65495,                0.58154,                0.63113,                0.35731,                0.78123,                 1.9932,                0.79971,                0.84404,             0.00048822,             0.00048822,             0.00048822
                    136,                0.93426,                 1.8051,                0.79227,                0.84835,                0.77766,                0.71122,                0.78944,                0.61623,                0.66377,                0.57949,                0.63497,                0.36224,                0.75495,                 1.9395,                0.78511,                0.84217,             0.00048114,             0.00048114,             0.00048114
                    137,                0.91572,                 1.7764,                0.76671,                 0.8446,                0.77877,                0.71406,                0.78889,                0.61003,                0.69086,                0.56601,                0.63803,                0.36837,                0.77349,                 1.8698,                0.77802,                0.84424,             0.00047407,             0.00047407,             0.00047407
                    138,                0.85888,                 1.6562,                 0.7641,                0.85229,                0.78296,                0.71378,                0.78732,                0.60522,                0.66529,                0.58552,                0.63529,                0.36209,                0.77678,                 1.8889,                0.78488,                0.84348,               0.000467,               0.000467,               0.000467
                    139,                0.87007,                 1.7542,                0.76744,                0.84357,                 0.7736,                0.72002,                0.78683,                0.58835,                0.67717,                0.55248,                0.61724,                 0.3409,                 0.8373,                 1.9756,                0.79706,                0.84469,             0.00045992,             0.00045992,             0.00045992
                    140,                0.93839,                 1.7891,                0.78432,                0.84593,                0.77133,                0.71694,                0.78555,                0.58894,                0.66192,                0.55961,                0.61364,                0.33558,                0.83372,                 1.9947,                0.80085,                0.84415,             0.00045285,             0.00045285,             0.00045285
                    141,                0.86662,                 1.7786,                0.77443,                0.84512,                 0.7744,                0.71978,                0.78712,                0.60968,                0.65852,                0.57517,                0.62726,                0.35808,                0.77035,                 1.9387,                0.78349,                0.84181,             0.00044578,             0.00044578,             0.00044578
                    142,                0.85347,                 1.7258,                0.76192,                0.84081,                0.78346,                0.71605,                0.78882,                0.61426,                0.67777,                0.57864,                0.63636,                0.37035,                0.76115,                 1.9349,                 0.7713,                0.84211,              0.0004387,              0.0004387,              0.0004387
                    143,                0.84915,                 1.7437,                0.75445,                0.84375,                0.78631,                0.71885,                0.79069,                 0.6149,                0.68298,                0.57651,                0.63887,                0.36717,                0.77233,                 1.9007,                0.77155,                0.84334,             0.00043163,             0.00043163,             0.00043163
                    144,                0.87802,                 1.7516,                0.78171,                0.85013,                0.78876,                0.71215,                0.78839,                0.61243,                0.68196,                0.57618,                 0.6391,                0.36379,                  0.772,                 1.9494,                0.78011,                0.84406,             0.00042456,             0.00042456,             0.00042456
                    145,                0.85406,                 1.7254,                0.76877,                0.84963,                0.79607,                0.71359,                0.79554,                0.61903,                0.70499,                0.56767,                 0.6386,                0.36894,                0.76717,                 1.9141,                0.76678,                 0.8425,             0.00041748,             0.00041748,             0.00041748
                    146,                0.86765,                 1.7761,                0.76919,                0.84347,                0.79205,                0.70994,                0.79221,                0.61512,                0.69437,                0.56767,                0.63505,                0.36275,                  0.768,                 1.9019,                0.77279,                0.84227,             0.00041041,             0.00041041,             0.00041041
                    147,                 0.8994,                 1.7843,                0.77914,                0.84277,                0.78782,                0.70706,                 0.7913,                0.60149,                0.69891,                0.55665,                0.62751,                0.35047,                0.80321,                 1.8876,                0.78091,                0.84612,             0.00040334,             0.00040334,             0.00040334
                    148,                0.89366,                 1.7362,                0.76781,                0.84419,                0.77884,                0.71518,                0.78925,                0.60152,                0.70069,                  0.556,                 0.6306,                0.35163,                0.79765,                 1.9458,                0.78498,                0.84502,             0.00039626,             0.00039626,             0.00039626
                    149,                 0.8734,                 1.7416,                 0.7553,                0.84393,                0.77632,                0.72081,                0.79113,                0.60487,                0.71281,                 0.5645,                0.64011,                0.35685,                 0.7909,                 1.9999,                0.78327,                0.84418,             0.00038919,             0.00038919,             0.00038919
                    150,                0.87588,                 1.7434,                0.76334,                0.84614,                0.77813,                0.71907,                0.79152,                0.60948,                0.69705,                0.56549,                0.63873,                0.35557,                0.77869,                 1.9403,                0.77443,                0.84498,             0.00038211,             0.00038211,             0.00038211
                    151,                0.88255,                 1.7469,                0.76323,                0.84371,                0.79873,                0.70521,                0.79386,                0.61319,                0.69933,                0.55561,                0.63413,                0.35374,                0.76672,                 1.8974,                0.76501,                0.84425,             0.00037504,             0.00037504,             0.00037504
                    152,                0.86007,                 1.6654,                 0.7459,                0.84573,                 0.7893,                0.70711,                0.79065,                0.60971,                0.66775,                0.56642,                0.62557,                 0.3506,                0.77211,                 1.9107,                0.77037,                0.84477,             0.00036797,             0.00036797,             0.00036797
                    153,                0.89029,                 1.7808,                0.76284,                0.84344,                0.78083,                0.71083,                0.79044,                0.61178,                0.69476,                 0.5595,                0.63042,                0.35394,                0.76687,                 1.9553,                0.77999,                0.84485,             0.00036089,             0.00036089,             0.00036089
                    154,                 0.8382,                 1.6831,                0.73522,                0.83894,                0.78702,                0.70446,                0.78829,                 0.6128,                0.68238,                0.57421,                0.63594,                0.35752,                0.76402,                 1.9834,                0.78175,                0.84483,             0.00035382,             0.00035382,             0.00035382
                    155,                0.86989,                  1.693,                0.75286,                 0.8446,                0.77989,                0.71033,                0.78837,                0.61548,                0.68826,                0.58339,                0.64526,                0.37422,                0.75685,                 2.0706,                0.78477,                0.84364,             0.00034675,             0.00034675,             0.00034675
                    156,                0.83518,                 1.7129,                0.75063,                0.84405,                0.79613,                 0.7095,                 0.7932,                0.61711,                0.69419,                 0.5784,                0.64723,                0.37303,                0.76624,                 2.0168,                0.77526,                 0.8435,             0.00033967,             0.00033967,             0.00033967
                    157,                0.85502,                  1.654,                0.74431,                0.84591,                0.77985,                0.71818,                0.79227,                0.60456,                0.67512,                  0.561,                0.62348,                0.34458,                0.79375,                  1.958,                0.77815,                0.84646,              0.0003326,              0.0003326,              0.0003326
                    158,                0.88777,                 1.7317,                0.75462,                0.84541,                0.77677,                0.71518,                0.78933,                0.60189,                0.67345,                0.56126,                0.62156,                0.34681,                0.78098,                 1.9625,                0.78008,                0.84478,             0.00032553,             0.00032553,             0.00032553
                    159,                0.85306,                 1.7129,                0.75275,                0.84229,                0.77853,                0.71473,                0.78779,                0.60036,                0.66761,                0.57474,                0.62763,                0.35885,                 0.7727,                 2.0411,                0.79189,                0.84342,             0.00031845,             0.00031845,             0.00031845
                    160,                0.88083,                 1.6789,                0.74368,                0.83946,                0.78767,                0.71543,                0.79126,                0.60706,                0.66955,                0.57631,                0.63229,                0.35959,                0.76657,                 1.9929,                0.77965,                0.84297,             0.00031138,             0.00031138,             0.00031138
                    161,                0.89871,                 1.7195,                0.75994,                0.84158,                0.78516,                0.72283,                0.79454,                0.60948,                0.67441,                0.57494,                0.63253,                0.34963,                0.79339,                 1.9438,                0.77157,                0.84597,             0.00030431,             0.00030431,             0.00030431
                    162,                0.85562,                 1.6879,                0.74107,                0.84432,                0.78314,                0.71941,                0.79441,                 0.6123,                0.67264,                0.58468,                0.63747,                0.35544,                0.78256,                 1.9753,                0.77424,                0.84456,             0.00029723,             0.00029723,             0.00029723
                    163,                0.82993,                 1.6665,                0.72979,                0.84126,                0.78003,                0.72417,                0.79244,                0.61739,                0.69564,                0.56477,                0.63763,                0.36715,                0.75864,                 1.9597,                 0.7625,                 0.8421,             0.00029016,             0.00029016,             0.00029016
                    164,                 0.8134,                 1.6722,                0.73575,                0.84547,                0.78215,                0.72409,                0.79286,                0.61718,                0.68504,                0.56392,                0.63161,                0.36277,                0.75667,                 1.9349,                0.76088,                0.84195,             0.00028308,             0.00028308,             0.00028308
                    165,                0.84854,                 1.6859,                0.74211,                0.84345,                0.79136,                0.72375,                0.79517,                0.61132,                0.68875,                0.55744,                0.62504,                 0.3499,                0.78312,                  1.951,                0.76483,                0.84384,             0.00027601,             0.00027601,             0.00027601
                    166,                0.83151,                 1.6806,                0.74053,                0.84247,                0.79244,                0.72063,                0.79442,                0.61372,                0.67695,                0.57663,                0.63309,                0.35539,                 0.7779,                 1.9768,                0.76714,                0.84325,             0.00026894,             0.00026894,             0.00026894
                    167,                0.88272,                 1.7376,                0.75102,                0.84122,                0.78889,                0.70955,                0.79118,                0.61451,                0.68269,                0.57873,                0.63775,                0.36047,                0.76483,                 2.0508,                0.78225,                0.84306,             0.00026186,             0.00026186,             0.00026186
                    168,                 0.8686,                 1.7004,                  0.738,                0.84234,                0.79016,                0.70654,                0.79133,                0.61314,                0.66922,                0.57898,                0.63133,                0.35451,                0.77041,                 2.0194,                0.77797,                0.84386,             0.00025479,             0.00025479,             0.00025479
                    169,                0.84536,                 1.7051,                0.74685,                0.84243,                0.78962,                0.72134,                0.79639,                0.61279,                0.67602,                0.57172,                0.63224,                0.35209,                0.77778,                  1.956,                0.76224,                0.84431,             0.00024772,             0.00024772,             0.00024772
                    170,                0.88192,                 1.6636,                0.74394,                0.84333,                0.78741,                0.72668,                0.79756,                0.61492,                0.67582,                0.57439,                0.63264,                0.35804,                0.77089,                 1.9466,                0.75531,                0.84311,             0.00024064,             0.00024064,             0.00024064
                    171,                0.89559,                 1.6977,                0.73991,                0.84302,                0.78616,                 0.7274,                0.79602,                0.61565,                0.68225,                0.56843,                0.63118,                0.36195,                0.75889,                 1.9308,                0.75321,                0.84222,             0.00023357,             0.00023357,             0.00023357
                    172,                0.89344,                 1.7045,                  0.752,                0.84332,                0.78325,                0.72596,                0.79521,                0.61418,                0.68792,                 0.5659,                0.63279,                0.36178,                0.76023,                 1.9254,                0.75522,                0.84287,              0.0002265,              0.0002265,              0.0002265
                    173,                0.88241,                 1.7435,                0.76179,                0.84282,                0.78763,                 0.7241,                0.79603,                0.61016,                0.68861,                0.56451,                0.62882,                0.35314,                0.78021,                 1.9533,                0.76484,                0.84436,             0.00021942,             0.00021942,             0.00021942
                    174,                 0.8594,                 1.6558,                0.73915,                0.84273,                0.79073,                0.72207,                0.79575,                0.60519,                0.68343,                0.56561,                0.62772,                0.35038,                0.79565,                 2.0109,                 0.7722,                0.84645,             0.00021235,             0.00021235,             0.00021235
                    175,                0.85067,                 1.7037,                0.74123,                0.84117,                 0.7923,                0.71389,                0.79321,                0.60409,                0.68468,                0.56106,                0.62311,                0.34978,                0.79399,                 2.0373,                0.77575,                0.84731,             0.00020528,             0.00020528,             0.00020528
                    176,                  0.897,                 1.6504,                0.74958,                0.84813,                0.78946,                0.71264,                0.79141,                0.60617,                0.68035,                 0.5599,                0.62336,                0.35056,                0.78131,                 2.0249,                0.77177,                0.84659,              0.0001982,              0.0001982,              0.0001982
                    177,                0.84248,                 1.6688,                0.73946,                0.84395,                0.78969,                0.70646,                0.78817,                0.61562,                0.68031,                0.56282,                0.62822,                 0.3594,                0.75192,                 1.9708,                 0.7599,                0.84572,             0.00019113,             0.00019113,             0.00019113
                    178,                0.84653,                 1.6293,                0.72747,                0.84361,                0.78566,                0.70942,                0.78954,                0.62098,                0.68889,                0.56352,                0.63208,                0.36501,                0.74244,                 1.9525,                0.75711,                0.84405,             0.00018406,             0.00018406,             0.00018406
                    179,                0.87979,                 1.7092,                0.74449,                0.83681,                0.77921,                0.71624,                0.79074,                 0.6192,                0.68405,                0.57508,                0.63783,                 0.3674,                0.75166,                 1.9964,                0.76757,                0.84201,             0.00017698,             0.00017698,             0.00017698
                    180,                0.84819,                  1.652,                0.73687,                0.84205,                0.78234,                0.71932,                0.79289,                0.61677,                0.68197,                0.57995,                0.63854,                0.36365,                0.76594,                 2.0379,                0.77385,                0.84199,             0.00016991,             0.00016991,             0.00016991
                    181,                 0.8966,                 1.7701,                0.76379,                 0.8417,                0.79535,                0.71894,                0.79792,                0.61028,                0.67591,                0.57659,                0.63004,                0.35229,                0.79351,                 2.0561,                0.77515,                0.84308,             0.00016283,             0.00016283,             0.00016283
                    182,                0.87723,                 1.6632,                0.73391,                0.83893,                0.79439,                0.71544,                0.79752,                0.61133,                0.67219,                0.57627,                 0.6291,                0.35072,                0.78487,                 2.0344,                0.76875,                0.84269,             0.00015576,             0.00015576,             0.00015576
                    183,                0.85133,                 1.6822,                0.73165,                0.83942,                0.80765,                0.70447,                0.79788,                 0.6194,                0.68554,                0.57704,                0.63653,                0.35829,                0.75443,                 1.9654,                0.75687,                0.84161,             0.00014869,             0.00014869,             0.00014869
                    184,                0.83832,                 1.6658,                0.72659,                0.83725,                0.80145,                 0.7067,                0.79653,                0.62082,                0.69111,                0.57314,                0.63935,                0.36287,                0.74823,                 1.9578,                0.75594,                0.84144,             0.00014161,             0.00014161,             0.00014161
                    185,                0.88786,                  1.651,                0.73462,                0.84363,                0.80009,                0.70946,                0.79648,                0.62338,                 0.6872,                0.57557,                0.63969,                0.36586,                0.74414,                 1.9522,                0.75575,                0.84187,             0.00013454,             0.00013454,             0.00013454
                    186,                0.86251,                 1.6449,                 0.7281,                0.83592,                0.79739,                0.70874,                 0.7939,                0.62169,                0.68056,                0.57822,                0.63739,                0.36317,                0.74867,                 1.9706,                0.76043,                0.84305,             0.00012747,             0.00012747,             0.00012747
                    187,                0.83167,                  1.624,                0.71932,                0.83773,                0.79376,                0.70634,                0.79033,                 0.6153,                0.67863,                 0.5667,                0.62738,                0.35581,                0.76932,                 1.9983,                0.77051,                0.84413,             0.00012039,             0.00012039,             0.00012039
                    188,                0.89502,                 1.7359,                0.75648,                0.84143,                0.79369,                0.70696,                 0.7904,                0.61194,                0.67506,                0.56558,                0.62494,                0.35322,                 0.7815,                 2.0067,                0.76955,                0.84478,             0.00011332,             0.00011332,             0.00011332
                    189,                0.83317,                 1.5926,                0.70918,                0.83969,                0.78546,                0.72128,                0.79203,                0.60787,                0.67956,                0.55856,                0.62035,                0.34754,                0.79537,                 1.9886,                0.76498,                0.84575,             0.00010625,             0.00010625,             0.00010625
                    190,                0.83275,                 1.5921,                0.71134,                0.83653,                0.78749,                0.71788,                0.79223,                0.60874,                0.68258,                0.55482,                0.61992,                0.34657,                0.79167,                 1.9822,                0.76286,                0.84559,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.86209,                 1.6819,                0.80588,                0.83953,                0.78737,                0.71543,                 0.7906,                0.60712,                0.68755,                0.55679,                0.62157,                 0.3491,                0.77763,                 1.9643,                0.76934,                0.84481,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.81385,                 1.6271,                0.74934,                0.83466,                0.79715,                0.70014,                0.78427,                0.60226,                0.68405,                0.55991,                0.61815,                0.34892,                0.77272,                  1.992,                0.78082,                0.84438,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.81456,                 1.6186,                0.73415,                0.83261,                0.78558,                0.70433,                0.77916,                0.60259,                0.66673,                0.56815,                0.61957,                0.35338,                  0.761,                 2.0092,                0.78813,                0.84273,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.84481,                 1.6706,                0.75852,                0.83508,                0.77761,                0.70832,                0.77716,                0.60184,                0.65869,                0.56815,                0.61535,                0.35249,                0.76104,                 2.0195,                0.79428,                0.84285,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.80461,                 1.5934,                0.73499,                0.83209,                0.78326,                0.70431,                  0.777,                0.60453,                 0.6649,                0.56696,                0.61556,                0.35534,                 0.7557,                 2.0037,                 0.7893,                0.84273,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.79478,                 1.5831,                0.72083,                0.83728,                0.78311,                0.70686,                0.77867,                0.60626,                0.66872,                0.56296,                0.61613,                0.35615,                0.75675,                 1.9926,                0.78312,                0.84332,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.81657,                 1.6582,                 0.7362,                0.83474,                0.78346,                0.70969,                0.78022,                0.60683,                0.67794,                0.55807,                0.62061,                0.35746,                0.76589,                 1.9652,                0.77588,                0.84558,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.80642,                 1.6257,                0.73332,                 0.8316,                0.78419,                0.71156,                0.78183,                0.60902,                0.67651,                0.56043,                0.62332,                0.35855,                0.76836,                 1.9604,                0.77424,                0.84569,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.81667,                 1.6079,                0.73094,                0.83624,                 0.7837,                0.71216,                0.78194,                0.60795,                0.68333,                0.56665,                0.62881,                0.36017,                0.77206,                 1.9775,                0.77721,                0.84535,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.83642,                 1.5923,                 0.7336,                0.83375,                0.78644,                 0.7109,                 0.7826,                0.60874,                0.68081,                0.57009,                0.63059,                0.35979,                0.77439,                 1.9782,                0.77646,                0.84586,             2.8437e-05,             2.8437e-05,             2.8437e-05
