                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.91113,                 1.8178,                0.76753,                0.83711,                0.79596,                0.70662,                0.79426,                0.59846,                0.68522,                0.57222,                0.63747,                0.36255,                0.80267,                  1.954,                0.76742,                0.83522,             0.00072164,             0.00072164,             0.00072164
                    103,                0.90633,                 1.7775,                0.75812,                0.83728,                0.78355,                0.71943,                0.79629,                0.60851,                0.67904,                0.57397,                0.63569,                0.36838,                0.77671,                 1.9204,                 0.7651,                0.83059,             0.00071457,             0.00071457,             0.00071457
                    104,                0.86593,                 1.7404,                0.75164,                0.83875,                0.79049,                0.72193,                 0.7992,                0.60307,                0.68289,                0.55969,                0.62567,                 0.3497,                0.80841,                 1.9135,                0.76639,                0.83165,              0.0007075,              0.0007075,              0.0007075
                    105,                0.89165,                 1.7903,                0.76185,                 0.8368,                0.79624,                0.72739,                0.80294,                0.61173,                0.69728,                 0.5672,                0.63592,                0.36025,                0.79467,                 1.9289,                0.75514,                0.83102,             0.00070042,             0.00070042,             0.00070042
                    106,                0.92183,                 1.8831,                0.77775,                0.84162,                0.80149,                0.72589,                0.80469,                0.62413,                0.68609,                0.58945,                0.64705,                0.37552,                0.75334,                 1.8897,                0.74421,                0.82826,             0.00069335,             0.00069335,             0.00069335
                    107,                0.91759,                 1.8387,                0.76558,                0.83942,                 0.7832,                0.72032,                0.79623,                 0.6069,                0.68583,                0.57021,                0.63349,                0.35592,                0.77942,                 1.9656,                0.77814,                0.82954,             0.00068628,             0.00068628,             0.00068628
                    108,                0.87164,                 1.7804,                0.74876,                0.83799,                0.78655,                0.70406,                 0.7942,                0.59576,                0.68816,                 0.5559,                 0.6289,                0.34845,                0.82482,                 2.0112,                0.78059,                0.83477,              0.0006792,              0.0006792,              0.0006792
                    109,                0.84749,                 1.7423,                0.73769,                0.83577,                0.78236,                0.70123,                0.78982,                0.60442,                0.68621,                0.55966,                0.62725,                0.35582,                0.77909,                 1.9641,                0.78092,                0.83325,             0.00067213,             0.00067213,             0.00067213
                    110,                0.86591,                  1.819,                0.75603,                 0.8387,                 0.7806,                0.70417,                0.78921,                0.60874,                0.67874,                0.57359,                0.63847,                0.36626,                0.75218,                 2.0618,                0.80286,                0.82825,             0.00066506,             0.00066506,             0.00066506
                    111,                0.87749,                 1.7782,                0.75113,                0.83402,                 0.8016,                0.72786,                0.80815,                0.60976,                0.69903,                0.57912,                0.64585,                0.36182,                0.80441,                 1.9102,                0.74671,                0.83063,             0.00065798,             0.00065798,             0.00065798
                    112,                0.89141,                 1.7964,                0.75759,                0.83612,                 0.7935,                0.72416,                0.80482,                0.60265,                0.68805,                0.56557,                0.63674,                0.34832,                 0.8204,                 1.8982,                0.74495,                0.83354,             0.00065091,             0.00065091,             0.00065091
                    113,                0.83087,                 1.8093,                0.73928,                 0.8326,                0.79696,                0.70933,                0.80237,                0.61823,                0.67681,                0.56475,                0.63413,                0.35928,                0.75827,                 1.9372,                0.75417,                0.82763,             0.00064384,             0.00064384,             0.00064384
                    114,                0.90015,                 1.8038,                0.74753,                0.83554,                0.79086,                0.71019,                0.80193,                0.61259,                0.68022,                0.56289,                0.63334,                0.35376,                 0.7767,                 2.0132,                0.77421,                0.82908,             0.00063676,             0.00063676,             0.00063676
                    115,                0.82503,                 1.7237,                0.72843,                0.83595,                  0.801,                0.72595,                 0.8102,                 0.6171,                0.68607,                0.56388,                0.63452,                0.35469,                0.77405,                 1.9054,                 0.7358,                0.82843,             0.00062969,             0.00062969,             0.00062969
                    116,                0.85491,                 1.7467,                0.74138,                0.83621,                0.79808,                0.72543,                0.80538,                0.61865,                0.68114,                0.56732,                0.63004,                0.35784,                0.75941,                 1.9376,                0.74319,                0.82789,             0.00062262,             0.00062262,             0.00062262
                    117,                 0.8574,                  1.784,                0.73471,                0.83304,                0.79328,                0.71935,                0.80628,                 0.6098,                0.69692,                0.56819,                0.63885,                0.35361,                0.78633,                 1.9917,                0.75294,                0.82908,             0.00061554,             0.00061554,             0.00061554
                    118,                0.84924,                 1.7696,                0.73245,                0.83469,                0.78207,                0.72073,                0.80505,                0.60171,                0.68498,                0.57302,                0.63624,                0.34795,                0.81537,                 2.0259,                 0.7605,                0.83005,             0.00060847,             0.00060847,             0.00060847
                    119,                0.87312,                 1.7127,                0.72858,                0.83071,                0.79971,                 0.7263,                 0.8115,                0.62366,                 0.7074,                0.58789,                0.65558,                0.38272,                0.75995,                 1.9986,                0.74168,                0.82569,             0.00060139,             0.00060139,             0.00060139
                    120,                 0.9004,                 1.7649,                0.73621,                0.83803,                0.80392,                 0.7193,                0.80898,                0.62512,                0.70237,                0.58918,                0.65667,                0.38729,                0.75027,                 1.9262,                0.73336,                0.82711,             0.00059432,             0.00059432,             0.00059432
                    121,                 0.8747,                 1.8087,                0.74401,                0.83021,                 0.7875,                0.72615,                0.80375,                0.61469,                0.70268,                0.56907,                0.64268,                0.36415,                0.78368,                 1.9165,                0.74459,                0.83244,             0.00058725,             0.00058725,             0.00058725
                    122,                0.89093,                 1.7335,                0.73295,                0.82966,                0.79836,                 0.7208,                0.80644,                0.61837,                0.69661,                0.58027,                0.64779,                0.36968,                0.77296,                 1.9546,                0.75158,                0.82917,             0.00058017,             0.00058017,             0.00058017
                    123,                0.85563,                 1.7242,                0.73189,                0.83145,                0.80071,                0.72891,                0.81176,                0.62562,                0.70596,                0.58747,                0.65116,                0.37568,                0.75167,                 1.9804,                0.74499,                0.82548,              0.0005731,              0.0005731,              0.0005731
                    124,                0.88815,                 1.7368,                0.72859,                0.83098,                0.79775,                0.72366,                0.80714,                0.61777,                 0.6863,                0.57591,                0.64149,                0.36146,                0.76471,                 1.9132,                0.73091,                0.83128,             0.00056603,             0.00056603,             0.00056603
                    125,                0.85611,                 1.6942,                0.72278,                0.83231,                0.78746,                0.71852,                0.79898,                0.61202,                0.68524,                0.55983,                0.63197,                0.35943,                 0.7749,                 1.9174,                0.74127,                0.83217,             0.00055895,             0.00055895,             0.00055895
                    126,                0.86887,                 1.6956,                0.71764,                0.83059,                0.79328,                0.71036,                0.80034,                0.61299,                0.68248,                0.56505,                0.63403,                  0.362,                0.77759,                  1.993,                 0.7496,                0.83028,             0.00055188,             0.00055188,             0.00055188
                    127,                0.84877,                 1.7047,                0.72531,                0.83183,                0.79096,                0.71977,                0.80271,                0.60645,                0.69233,                0.54854,                0.62904,                0.35152,                0.79395,                 1.9177,                0.73197,                0.83203,             0.00054481,             0.00054481,             0.00054481
                    128,                0.86219,                 1.6916,                0.71749,                0.83157,                0.80507,                0.71409,                0.80588,                0.61327,                0.67967,                0.56764,                0.63333,                0.35455,                0.77444,                 1.9338,                0.72861,                0.83107,             0.00053773,             0.00053773,             0.00053773
                    129,                0.81891,                 1.6902,                0.71232,                0.83448,                0.80993,                0.70973,                0.80849,                0.62118,                0.70443,                0.56802,                0.64137,                0.36663,                0.77178,                 1.9586,                0.74519,                0.82975,             0.00053066,             0.00053066,             0.00053066
                    130,                0.86794,                  1.735,                0.73065,                0.83106,                0.80585,                0.71192,                0.80633,                0.61821,                0.68496,                 0.5675,                0.63351,                0.35699,                0.78102,                 2.0161,                0.76492,                0.83089,             0.00052359,             0.00052359,             0.00052359
                    131,                 0.8615,                 1.7053,                0.71461,                0.83257,                0.79738,                0.72078,                0.80624,                0.60736,                0.70086,                0.56841,                0.63883,                0.35406,                0.79562,                 2.0886,                0.76742,                0.83045,             0.00051651,             0.00051651,             0.00051651
                    132,                0.86782,                 1.6928,                0.72064,                 0.8318,                0.79586,                 0.7259,                0.80876,                0.61344,                 0.6963,                 0.5842,                0.64964,                0.37064,                0.77257,                 2.0131,                0.75025,                0.82888,             0.00050944,             0.00050944,             0.00050944
                    133,                0.85044,                 1.6322,                0.71123,                0.83257,                0.79381,                0.72967,                0.80902,                  0.618,                0.70592,                0.56769,                0.64278,                0.36847,                0.76287,                 1.9572,                 0.7351,                0.83002,             0.00050236,             0.00050236,             0.00050236
                    134,                0.86392,                 1.7272,                0.72682,                0.83192,                0.79482,                0.72985,                0.80943,                0.61709,                0.68826,                0.57025,                0.63484,                0.36004,                0.77622,                 1.9758,                0.74412,                0.82969,             0.00049529,             0.00049529,             0.00049529
                    135,                0.88932,                 1.7686,                 0.7382,                0.82993,                0.80456,                0.72332,                0.81176,                0.62274,                0.67936,                0.56001,                0.62295,                0.34885,                0.77053,                 1.9893,                0.74597,                0.82943,             0.00048822,             0.00048822,             0.00048822
                    136,                  0.907,                 1.7476,                0.73598,                0.83368,                0.79789,                0.73225,                  0.813,                0.63021,                0.68118,                0.56091,                0.62768,                0.35627,                0.74504,                 1.9343,                0.73305,                 0.8277,             0.00048114,             0.00048114,             0.00048114
                    137,                0.88447,                  1.729,                0.71498,                0.83296,                0.79851,                0.71811,                0.80366,                 0.6224,                0.66922,                0.55777,                 0.6229,                0.36191,                 0.7479,                 1.9151,                0.73378,                0.83051,             0.00047407,             0.00047407,             0.00047407
                    138,                0.82202,                 1.6388,                0.70022,                0.83722,                0.80209,                0.71307,                0.79901,                0.61399,                0.66983,                  0.554,                0.62062,                0.35789,                0.76334,                 1.9319,                0.74468,                0.83295,               0.000467,               0.000467,               0.000467
                    139,                0.85561,                 1.7266,                0.71096,                0.83094,                0.79053,                0.72028,                0.80112,                0.59041,                0.68421,                0.53355,                0.61155,                0.33891,                0.85149,                  2.049,                0.76268,                0.83523,             0.00045992,             0.00045992,             0.00045992
                    140,                0.92572,                 1.7667,                0.73233,                0.83265,                0.79917,                0.71409,                 0.8025,                 0.5964,                0.68467,                0.53451,                0.61278,                0.33806,                0.83097,                 2.0782,                0.76484,                0.83302,             0.00045285,             0.00045285,             0.00045285
                    141,                0.84789,                 1.7222,                0.72472,                0.83255,                0.80359,                0.72081,                0.80872,                 0.6241,                0.70007,                0.56516,                0.64058,                0.36695,                0.75115,                 1.9489,                0.72901,                0.82764,             0.00044578,             0.00044578,             0.00044578
                    142,                0.83176,                 1.6855,                0.70748,                0.82848,                0.79594,                0.73266,                0.80969,                0.62479,                0.70478,                0.56764,                0.64634,                0.37447,                0.74703,                 1.9296,                0.72149,                0.82722,              0.0004387,              0.0004387,              0.0004387
                    143,                0.82631,                 1.7136,                0.70621,                 0.8294,                0.79807,                0.72671,                0.80903,                0.62413,                0.70359,                0.56855,                0.64699,                0.36971,                0.75663,                   1.96,                 0.7364,                0.82859,             0.00043163,             0.00043163,             0.00043163
                    144,                0.84983,                 1.7308,                0.72895,                 0.8341,                0.79339,                0.72434,                0.80726,                0.62095,                0.69249,                0.57706,                0.64545,                0.36726,                0.76236,                 2.0456,                 0.7489,                0.82945,             0.00042456,             0.00042456,             0.00042456
                    145,                0.83082,                 1.6931,                0.71437,                0.83372,                0.80439,                0.72156,                0.80928,                0.62654,                0.70234,                0.57558,                 0.6511,                0.37671,                0.75081,                 1.9383,                0.72153,                 0.8276,             0.00041748,             0.00041748,             0.00041748
                    146,                0.84219,                 1.7204,                0.71913,                0.83097,                 0.7917,                0.72174,                0.80578,                0.62302,                0.70597,                0.56299,                0.64747,                0.37159,                0.75299,                 1.9019,                0.72506,                0.82879,             0.00041041,             0.00041041,             0.00041041
                    147,                0.88152,                 1.7254,                0.73488,                0.82924,                0.79547,                0.72041,                0.80469,                0.61519,                0.69375,                0.57224,                0.64527,                0.36248,                0.77416,                 1.9472,                0.73321,                0.83201,             0.00040334,             0.00040334,             0.00040334
                    148,                0.86644,                  1.693,                 0.7111,                0.83218,                0.79546,                0.72031,                0.80531,                0.61495,                0.69901,                0.57676,                0.65017,                0.36616,                0.77336,                 2.0379,                0.74475,                 0.8319,             0.00039626,             0.00039626,             0.00039626
                    149,                0.85348,                 1.7055,                0.70589,                0.83141,                0.80175,                0.73383,                0.81299,                0.61416,                 0.7108,                0.57281,                0.64946,                0.36315,                0.78787,                 2.0075,                0.73364,                0.83121,             0.00038919,             0.00038919,             0.00038919
                    150,                0.84875,                 1.6802,                0.70717,                0.83232,                 0.8056,                0.73236,                0.81404,                 0.6197,                0.70902,                0.56657,                0.64705,                0.36247,                0.77217,                 1.9318,                0.72475,                0.83009,             0.00038211,             0.00038211,             0.00038211
                    151,                0.86094,                 1.6945,                0.71109,                0.83061,                0.80883,                0.72118,                 0.8134,                0.62892,                0.69067,                 0.5787,                0.64627,                0.37103,                0.74667,                 1.9088,                0.71944,                0.82671,             0.00037504,             0.00037504,             0.00037504
                    152,                0.83102,                 1.6308,                 0.6924,                0.83076,                0.80765,                0.71621,                0.81076,                0.62493,                 0.6798,                0.56875,                0.63617,                  0.361,                0.75837,                 1.9388,                0.72381,                0.82819,             0.00036797,             0.00036797,             0.00036797
                    153,                0.87099,                 1.7268,                0.70735,                0.82973,                0.79592,                0.73651,                0.81442,                0.62802,                0.69667,                0.55635,                0.63301,                0.35736,                0.75395,                 1.9749,                0.72284,                0.82828,             0.00036089,             0.00036089,             0.00036089
                    154,                0.81893,                 1.6337,                0.68661,                0.82809,                0.79927,                0.73379,                0.81345,                0.63172,                0.70332,                0.56338,                0.64142,                0.36592,                0.74395,                 2.0044,                0.72336,                0.82758,             0.00035382,             0.00035382,             0.00035382
                    155,                0.84472,                 1.6702,                0.70244,                   0.83,                0.80135,                0.73072,                0.81157,                0.63267,                0.69911,                 0.5711,                0.64481,                0.37527,                0.73946,                   2.04,                0.72862,                0.82704,             0.00034675,             0.00034675,             0.00034675
                    156,                0.81711,                 1.6448,                0.69545,                0.83174,                0.79796,                0.73318,                0.81212,                0.62727,                0.69034,                0.56979,                0.64048,                0.36805,                0.75699,                 1.9908,                 0.7198,                0.82833,             0.00033967,             0.00033967,             0.00033967
                    157,                 0.8337,                 1.6135,                0.69433,                0.83152,                0.79581,                0.73112,                0.81053,                0.61287,                0.66698,                 0.5625,                0.62608,                0.34462,                0.79612,                 1.9542,                0.72222,                0.83127,              0.0003326,              0.0003326,              0.0003326
                    158,                0.86584,                 1.6767,                 0.7051,                0.82947,                 0.8014,                 0.7282,                0.81297,                0.61659,                0.68174,                0.56645,                0.63398,                0.35326,                0.77888,                 1.9626,                0.72052,                0.82876,             0.00032553,             0.00032553,             0.00032553
                    159,                0.83202,                   1.67,                0.70072,                0.82854,                0.79534,                0.72822,                0.80985,                 0.6182,                0.70607,                0.56873,                0.64779,                 0.3704,                0.76255,                 2.0905,                0.74208,                0.82788,             0.00031845,             0.00031845,             0.00031845
                    160,                0.85379,                 1.6498,                0.69438,                0.82706,                0.79752,                0.72496,                0.80719,                0.62029,                0.69892,                0.56909,                0.64442,                0.36986,                0.75204,                 2.0686,                0.74187,                0.82759,             0.00031138,             0.00031138,             0.00031138
                    161,                0.88155,                 1.6968,                0.70698,                0.82898,                0.80298,                0.72588,                0.80873,                 0.6198,                0.69509,                0.56474,                0.63897,                0.35991,                0.77979,                 1.9962,                0.73044,                0.83025,             0.00030431,             0.00030431,             0.00030431
                    162,                0.83292,                 1.6428,                0.69052,                0.83006,                0.79747,                0.72439,                0.80609,                0.61752,                 0.6948,                0.56758,                0.63985,                0.36758,                0.77938,                 2.0067,                0.73211,                0.83018,             0.00029723,             0.00029723,             0.00029723
                    163,                0.81026,                  1.623,                0.68002,                0.82848,                0.80556,                0.71969,                0.80651,                0.62243,                0.69412,                0.56446,                0.63925,                0.37431,                0.75506,                 2.0106,                0.72472,                0.82901,             0.00029016,             0.00029016,             0.00029016
                    164,                0.79769,                 1.6196,                0.68428,                0.83348,                0.80508,                0.72492,                0.81022,                0.62607,                0.68973,                0.55932,                0.63476,                  0.368,                0.74674,                  1.989,                0.71551,                 0.8279,             0.00028308,             0.00028308,             0.00028308
                    165,                 0.8293,                 1.6631,                0.68782,                0.82984,                0.80174,                0.73975,                0.81742,                0.62342,                0.67719,                0.55964,                0.62921,                0.35209,                0.77479,                 1.9749,                0.70826,                0.83015,             0.00027601,             0.00027601,             0.00027601
                    166,                0.81488,                 1.6276,                0.68815,                0.83125,                0.80215,                0.74007,                0.81906,                  0.627,                0.68602,                0.56835,                0.63847,                0.35845,                0.76968,                  1.955,                0.70724,                0.82954,             0.00026894,             0.00026894,             0.00026894
                    167,                0.86097,                  1.705,                0.70431,                0.82903,                0.80063,                0.72609,                0.81526,                0.63073,                0.69967,                0.57719,                0.64961,                0.37329,                0.74815,                 2.0455,                0.72448,                0.82864,             0.00026186,             0.00026186,             0.00026186
                    168,                0.84269,                 1.6494,                0.68846,                0.82873,                 0.8071,                0.71679,                0.81125,                 0.6268,                0.68658,                0.56976,                0.64127,                0.36724,                0.74885,                 2.0454,                0.72792,                0.82886,             0.00025479,             0.00025479,             0.00025479
                    169,                  0.821,                 1.6624,                0.69269,                0.83248,                0.79573,                0.72178,                0.81047,                  0.623,                0.67782,                0.55361,                0.62674,                 0.3536,                0.75874,                 1.9719,                0.71718,                 0.8293,             0.00024772,             0.00024772,             0.00024772
                    170,                0.85904,                 1.6125,                0.68979,                 0.8291,                 0.7977,                0.72618,                0.81233,                0.62281,                0.67889,                 0.5583,                0.62926,                0.35471,                0.76232,                  1.975,                0.71318,                0.82781,             0.00024064,             0.00024064,             0.00024064
                    171,                0.86317,                 1.6452,                0.68565,                0.82898,                0.79859,                0.72777,                0.81502,                0.62868,                0.69516,                0.56681,                0.64225,                0.37099,                0.74873,                 1.9809,                0.71538,                0.82488,             0.00023357,             0.00023357,             0.00023357
                    172,                 0.8681,                 1.6738,                 0.7009,                0.82964,                0.79811,                0.72439,                0.81113,                0.62572,                0.69998,                0.56707,                0.64268,                0.36972,                0.74926,                 1.9775,                0.71513,                0.82665,              0.0002265,              0.0002265,              0.0002265
                    173,                0.86089,                 1.6971,                0.71083,                0.82906,                0.80174,                0.72358,                0.80999,                0.61859,                0.69262,                0.56367,                0.63514,                0.35917,                0.77041,                 1.9921,                 0.7221,                0.82905,             0.00021942,             0.00021942,             0.00021942
                    174,                0.83884,                 1.6274,                0.69354,                0.83006,                0.80413,                0.72956,                0.81152,                0.61686,                0.69401,                0.55868,                0.63529,                0.35786,                0.78192,                  2.026,                0.72175,                0.82906,             0.00021235,             0.00021235,             0.00021235
                    175,                0.83593,                 1.6708,                0.69353,                0.83138,                0.80062,                0.73599,                0.81257,                0.62353,                0.68402,                0.56763,                0.63577,                0.36421,                0.76812,                 2.0516,                0.72292,                 0.8282,             0.00020528,             0.00020528,             0.00020528
                    176,                0.86341,                 1.6227,                0.69308,                0.83084,                0.79849,                0.73892,                 0.8134,                0.62884,                0.69527,                0.56406,                0.63778,                0.36528,                0.75249,                   2.03,                0.71683,                0.82764,              0.0001982,              0.0001982,              0.0001982
                    177,                0.81764,                 1.6106,                0.68681,                0.83295,                0.80123,                0.72252,                0.80922,                0.63168,                0.68625,                 0.5669,                0.63766,                0.36749,                0.73308,                 1.9933,                0.71236,                0.82738,             0.00019113,             0.00019113,             0.00019113
                    178,                0.82388,                 1.5753,                0.67565,                 0.8287,                0.79966,                0.72326,                0.80859,                 0.6323,                0.69014,                0.57266,                0.64403,                0.37295,                 0.7301,                 1.9954,                0.71499,                0.82681,             0.00018406,             0.00018406,             0.00018406
                    179,                0.85895,                 1.6682,                0.69858,                0.82634,                0.79524,                0.72506,                0.80947,                0.62834,                0.69187,                0.57624,                0.64632,                0.37718,                0.74702,                 2.0469,                0.72812,                0.82671,             0.00017698,             0.00017698,             0.00017698
                    180,                0.82957,                 1.6352,                0.68665,                0.82963,                0.80187,                0.72667,                0.81215,                0.62712,                0.68876,                0.57378,                0.64214,                 0.3713,                0.76008,                 2.0534,                 0.7319,                0.82712,             0.00016991,             0.00016991,             0.00016991
                    181,                0.87597,                  1.721,                0.71402,                 0.8302,                0.80527,                0.72967,                0.81463,                0.62091,                0.67593,                 0.5484,                0.62101,                0.34914,                0.78163,                 2.0474,                0.72515,                0.82842,             0.00016283,             0.00016283,             0.00016283
                    182,                0.85245,                  1.645,                0.68831,                 0.8275,                0.80908,                0.72851,                0.81498,                 0.6215,                0.68312,                0.54667,                0.62287,                0.34789,                0.77341,                 2.0323,                0.71867,                0.82788,             0.00015576,             0.00015576,             0.00015576
                    183,                0.83977,                 1.6482,                0.68905,                0.82945,                0.80209,                0.73172,                0.81468,                0.62762,                0.69703,                0.55956,                0.63616,                  0.363,                0.74489,                 2.0039,                0.71566,                0.82699,             0.00014869,             0.00014869,             0.00014869
                    184,                0.81987,                   1.62,                0.68046,                0.82528,                0.79919,                 0.7325,                0.81291,                0.62866,                0.70554,                0.56669,                0.64434,                0.37177,                0.73951,                 2.0314,                0.72058,                0.82655,             0.00014161,             0.00014161,             0.00014161
                    185,                0.85927,                 1.6133,                0.68175,                0.83016,                0.79724,                0.73312,                0.81336,                0.63219,                0.71741,                0.56993,                0.64973,                 0.3828,                0.73429,                  2.062,                0.72614,                0.82664,             0.00013454,             0.00013454,             0.00013454
                    186,                0.85143,                 1.6528,                 0.6852,                0.82419,                0.80098,                0.72784,                0.81207,                0.63146,                0.71164,                0.57355,                0.64896,                0.38001,                0.73485,                 2.0492,                0.72824,                0.82661,             0.00012747,             0.00012747,             0.00012747
                    187,                0.82003,                 1.6055,                0.67326,                0.82812,                0.79861,                0.72824,                0.81051,                0.62671,                0.70306,                0.56505,                0.64224,                0.36821,                0.75767,                 1.9987,                0.72207,                0.82871,             0.00012039,             0.00012039,             0.00012039
                    188,                0.87611,                  1.703,                0.70796,                0.83079,                 0.8024,                0.72932,                0.81186,                0.62539,                0.69842,                0.56293,                0.63819,                0.36385,                 0.7716,                  1.977,                 0.7164,                0.82953,             0.00011332,             0.00011332,             0.00011332
                    189,                0.81768,                 1.5504,                0.66628,                0.82677,                0.80222,                0.73593,                0.81444,                0.62077,                0.68821,                0.56457,                0.63443,                0.35753,                0.78819,                 1.9703,                0.70842,                0.83096,             0.00010625,             0.00010625,             0.00010625
                    190,                0.81355,                 1.5648,                0.66397,                0.82373,                0.79955,                0.73652,                0.81405,                0.62114,                0.69055,                0.56297,                0.63327,                0.35682,                0.78249,                 1.9748,                0.70765,                0.83061,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.84626,                 1.6473,                0.75028,                0.82559,                 0.8105,                0.71862,                0.81118,                0.62085,                0.69057,                0.56318,                0.63423,                0.35747,                0.76485,                 1.9821,                0.71756,                0.82883,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.79724,                 1.6014,                0.69803,                0.82251,                 0.7993,                0.71779,                 0.8049,                0.61807,                0.67695,                0.56844,                0.63058,                0.36037,                0.75651,                 2.0304,                0.73457,                0.82742,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.80047,                 1.5885,                0.68953,                0.81905,                  0.793,                0.70986,                0.79744,                 0.6175,                0.67723,                0.56061,                0.62875,                 0.3668,                0.74208,                 2.0896,                0.74999,                0.82694,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.83137,                 1.6269,                0.70528,                0.82171,                0.78779,                0.71134,                0.79657,                0.61897,                0.67776,                0.55975,                0.62948,                0.36895,                0.74068,                 2.1022,                0.75436,                0.82723,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.79607,                 1.5851,                0.68575,                0.82038,                0.78516,                0.71779,                0.79917,                0.62351,                0.68608,                0.55975,                0.63201,                 0.3718,                0.73555,                 2.0786,                0.74767,                0.82668,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.79043,                 1.5702,                0.68124,                0.82552,                 0.7816,                 0.7284,                0.80131,                0.62558,                 0.6946,                0.55483,                0.63331,                 0.3731,                0.73584,                 2.0378,                0.73826,                0.82691,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.80268,                 1.6209,                0.68559,                0.81981,                0.79193,                0.72274,                0.80281,                 0.6255,                0.67334,                0.56742,                0.63324,                0.37033,                0.74598,                  1.992,                0.73103,                0.82844,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.78879,                 1.5858,                0.68237,                 0.8204,                0.79626,                0.72271,                0.80308,                0.62436,                0.67258,                0.56932,                0.63404,                0.36839,                0.75053,                 1.9778,                0.72966,                0.82926,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                 0.8043,                 1.5669,                0.68301,                0.82368,                0.79551,                0.72095,                0.80332,                0.62215,                0.67123,                0.56857,                0.63296,                0.36495,                0.76079,                 1.9927,                0.73381,                0.82997,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 0.8239,                 1.5542,                0.68149,                0.82062,                0.79549,                0.72241,                0.80414,                 0.6229,                0.68208,                0.56449,                0.63505,                0.36395,                 0.7635,                 1.9927,                0.73234,                0.83026,             2.8437e-05,             2.8437e-05,             2.8437e-05
